"Date","hs","fp","tm","dir","U10","V10","t.tide","res","a.tide","lg.hs.p","lg.hs.r"
2004-09-21 01:00:00,2.922,0.133,5.79,283.5,15.6,-0.7,1.58,0.26,1.32,-0.624320419219121,1.69658873254763
2004-09-21 02:00:00,2.902,0.134,5.78,283.8,15.5,-1,2.6,0.27,2.33,-0.624165617961898,1.68956577242389
2004-09-21 03:00:00,2.892,0.134,5.77,284.2,15.4,-1.6,2.92,0.21,2.71,-0.623374461924432,1.68532276622095
2004-09-21 04:00:00,2.876,0.134,5.77,284.8,15.2,-2,2.55,0.17,2.38,-0.623885026845246,1.68028546670405
2004-09-21 05:00:00,2.83,0.135,5.74,285.3,14.7,-2.2,1.63,0.13,1.5,-0.625004584842829,1.66528129649797
2004-09-21 06:00:00,2.78,0.137,5.71,285.7,14.6,-2.5,0.52,0.12,0.4,-0.624333109293938,1.64678403699648
2004-09-21 07:00:00,2.736,0.139,5.67,286.1,14.3,-2.6,-0.71,0.13,-0.84,-0.622530646231914,1.62902764599222
2004-09-21 08:00:00,2.686,0.14,5.64,286.5,14,-2.8,-1.58,0.17,-1.75,-0.620008657040721,1.60806175514177
2004-09-21 09:00:00,2.624,0.142,5.58,286.7,13.7,-2.8,-2.08,0.15,-2.23,-0.618463699013459,1.5831635700953
2004-09-21 10:00:00,2.63,0.143,5.5,286.9,14.4,-3.4,-2.28,0.1,-2.38,-0.618311678182197,1.58529552437187
2004-09-21 11:00:00,2.622,0.143,5.49,286.9,14.4,-2.8,-1.87,0.08,-1.95,-0.61748623952289,1.5814236248644
2004-09-21 12:00:00,2.604,0.143,5.47,286.5,14.3,-2.8,-0.76,0.09,-0.85,-0.617970812053142,1.57501953639947
2004-09-21 13:00:00,2.56,0.144,5.44,286.1,14.1,-2.3,0.61,0.07,0.54,-0.6190566266784,1.55906388516987
2004-09-21 14:00:00,2.528,0.144,5.4,285.9,14.1,-2.7,1.77,0.1,1.67,-0.618389010014841,1.54581748629945
2004-09-21 15:00:00,2.528,0.145,5.38,286.1,14.2,-2.9,2.42,0.12,2.3,-0.616582659187998,1.54401113547261
2004-09-21 16:00:00,2.552,0.145,5.38,286.2,14.4,-2.9,2.42,0.11,2.31,-0.61406508112608,1.55094244660862
2004-09-21 17:00:00,2.572,0.145,5.4,286.5,14.2,-3.1,1.8,0.08,1.72,-0.612487484173356,1.55717129054873
2004-09-21 18:00:00,2.592,0.144,5.43,287.2,14.1,-3.4,0.88,0.08,0.8,-0.612311127519367,1.56474090600939
2004-09-21 19:00:00,2.6,0.144,5.45,288,13.9,-3.9,-0.2,0.08,-0.28,-0.611453614804047,1.56696505983148
2004-09-21 20:00:00,2.636,0.144,5.47,289.2,14.2,-4.7,-1.19,0.1,-1.29,-0.61194372816018,1.58120634480044
2004-09-21 21:00:00,2.65,0.144,5.49,290.2,13.8,-4.7,-1.78,0.12,-1.9,-0.613027349459839,1.58758698945797
2004-09-21 22:00:00,2.648,0.143,5.5,291,13.7,-5.1,-2.09,0.11,-2.2,-0.612336543081974,1.58614118115674
2004-09-21 23:00:00,2.596,0.143,5.48,291.5,13.1,-4.8,-2.03,0.07,-2.1,-0.61052858003915,1.56450037888099
2004-09-22 00:00:00,2.53,0.144,5.44,291.6,13.1,-4.5,-1.33,0.06,-1.39,-0.607988397323738,1.53620770006317
2004-09-23 05:00:00,2.61,0.154,5.14,275.1,16.4,0.9,1.81,0.07,1.74,-0.588159220859482,1.54750944219408
2004-09-23 06:00:00,2.908,0.142,5.49,282.5,16,-3.6,1.88,0.11,1.77,-0.587459223604168,1.65492478327544
2004-09-23 07:00:00,3.154,0.137,5.68,290.8,13.8,-10.1,1.57,0.14,1.43,-0.585611284295956,1.7342827728368
2004-09-23 08:00:00,3.104,0.134,5.77,293.7,14,-8.8,0.98,0.17,0.81,-0.583035211814546,1.71572681413552
2004-09-23 09:00:00,3.098,0.137,5.77,296,14.1,-8.8,0.18,0.16,0.02,-0.581448543478385,1.71220528547306
2004-09-23 10:00:00,2.734,0.14,5.72,300.8,7.4,-8.7,-0.65,0.13,-0.78,-0.581246224867204,1.58701196316896
2004-10-06 05:00:00,2.576,0.143,5.36,273.1,15.1,4.3,1.28,0.23,1.05,-0.519928690265409,1.46616649850752
2004-10-06 06:00:00,2.656,0.142,5.46,274.7,15.1,3.7,0.68,0.27,0.41,-0.520600929093757,1.49742216070794
2004-10-06 07:00:00,2.71,0.139,5.57,276.5,15.2,3.1,-0.09,0.25,-0.34,-0.520138321686072,1.51708695657768
2004-10-06 08:00:00,2.75,0.136,5.63,277.8,15.2,2.9,-0.75,0.25,-1,-0.518970816379943,1.53057172805842
2004-10-06 09:00:00,2.76,0.135,5.65,278.6,15.1,2.2,-1.11,0.25,-1.36,-0.51874700978238,1.53397768951144
2004-10-06 10:00:00,2.762,0.134,5.68,279.6,15,1.4,-1.23,0.24,-1.47,-0.519930601324112,1.53588565631121
2004-10-06 11:00:00,2.734,0.134,5.68,280.3,14.7,1.2,-1.07,0.22,-1.29,-0.520465889405793,1.52623162770755
2004-10-06 12:00:00,2.67,0.135,5.64,280.4,14.4,1.4,-0.53,0.2,-0.73,-0.52229617229241,1.50437464470457
2004-10-06 13:00:00,2.592,0.139,5.58,280.1,14.2,1.5,0.26,0.17,0.09,-0.52475264079273,1.47718241928276
2004-10-06 14:00:00,2.518,0.141,5.46,279.7,13.8,1.5,0.99,0.1,0.89,-0.525440489605715,1.44890542522787
2004-10-21 18:00:00,2.556,0.155,5.18,252.7,13,11,2.13,0.51,1.62,-0.515008931754654,1.45345246826994
2004-10-21 19:00:00,2.538,0.155,5.19,252.8,12.2,10.7,1.44,0.52,0.92,-0.513565092949629,1.44494146224182
2004-10-21 21:00:00,2.554,0.156,5.17,253.9,13.7,9.6,-0.46,0.42,-0.88,-0.513911951638969,1.45157270924932
2004-10-21 22:00:00,2.548,0.156,5.18,255.4,13.4,9.2,-1.14,0.38,-1.52,-0.512609943623286,1.4479186813332
2004-10-21 23:00:00,2.504,0.156,5.16,256.5,13.5,8.7,-1.62,0.3,-1.92,-0.510167537645441,1.42805699088329
2004-10-25 12:00:00,2.528,0.146,5.3,275.7,14.7,1,0.9,0.28,0.62,-0.37611964934584,1.30354812563045
2004-10-25 13:00:00,2.534,0.145,5.36,276.7,14.5,0.5,-0.43,0.24,-0.67,-0.376327980471665,1.30612706237061
2004-11-10 02:00:00,2.514,0.154,5.23,305.5,10.1,-12.2,-2.19,-0.02,-2.17,-0.214783518533668,1.13665862870172
2004-11-10 03:00:00,2.834,0.151,5.35,311.4,9.1,-14.4,-2.67,0.03,-2.7,-0.215569572733702,1.25725871400219
2004-11-10 04:00:00,3.042,0.143,5.59,317.3,7.6,-15.3,-2.74,0.02,-2.76,-0.217661730697915,1.33017692453502
2004-11-10 05:00:00,3.096,0.141,5.79,321.1,5.5,-15.5,-2.21,-0.08,-2.13,-0.22036386286546,1.35047481859294
2004-11-10 06:00:00,3.06,0.138,5.86,323,4.3,-15.4,-0.94,-0.2,-0.74,-0.22130841560471,1.339723331569
2004-11-10 07:00:00,2.978,0.133,5.85,324.3,3.5,-15.4,0.63,-0.26,0.89,-0.221122725044011,1.31237465930583
2004-11-10 08:00:00,2.854,0.133,5.79,325.8,2.8,-14.6,1.87,-0.27,2.14,-0.220221417351469,1.26894293640611
2004-11-10 09:00:00,2.69,0.137,5.69,327.1,2.8,-13.9,2.51,-0.28,2.79,-0.220268339380564,1.20980953299431
2004-11-12 16:00:00,2.58,0.155,5.33,318.1,8.3,-12.3,-2.79,0.11,-2.9,-0.266722763452353,1.21451216238588
2004-11-12 17:00:00,2.714,0.148,5.43,319.6,7.6,-13.1,-3.23,0.14,-3.37,-0.266637121528321,1.265060682941
2004-11-12 18:00:00,2.77,0.143,5.54,321,6.7,-13.4,-3.06,0.12,-3.18,-0.267970386003668,1.28681770620292
2004-11-12 19:00:00,2.724,0.142,5.6,322.9,5,-13.5,-1.88,-0.02,-1.86,-0.268628429711827,1.27072981799909
2004-11-12 20:00:00,2.536,0.143,5.5,324.9,3.7,-12.4,0.06,-0.14,0.2,-0.27059293110504,1.20118096768002
2004-12-16 13:00:00,2.67,0.151,5.27,271.5,16.4,1.8,3.32,0.49,2.83,-0.43328464526761,1.41536311767977
2004-12-16 14:00:00,2.88,0.144,5.45,273.9,17.1,2.3,3.81,0.43,3.38,-0.433489159493704,1.49127945364156
2004-12-16 15:00:00,3.078,0.14,5.68,275.7,17.3,2.5,3.5,0.43,3.07,-0.432557334474959,1.55683736989165
2004-12-16 16:00:00,3.278,0.131,5.89,277.7,17.8,2,2.51,0.52,1.99,-0.43089416111899,1.61812764144063
2004-12-16 17:00:00,3.51,0.128,6.17,280.8,18.2,-1.5,1.2,0.54,0.66,-0.430202614893168,1.68581865237094
2004-12-16 18:00:00,3.75,0.122,6.4,283.8,18,-3.2,-0.32,0.57,-0.89,-0.430892132430983,1.7526479724133
2004-12-16 19:00:00,3.884,0.118,6.57,285.4,18.2,-4.1,-1.44,0.63,-2.07,-0.430902777962211,1.78776832839129
2004-12-16 20:00:00,3.92,0.118,6.64,286.3,17.8,-3.9,-2.22,0.57,-2.79,-0.432211512187163,1.79830316598953
2004-12-16 21:00:00,3.842,0.118,6.61,287,17.3,-4.2,-2.66,0.47,-3.13,-0.434115986347967,1.78010905069433
2004-12-16 22:00:00,3.662,0.119,6.51,287.5,16.3,-3.4,-2.43,0.37,-2.8,-0.434255059827897,1.73226450608022
2004-12-16 23:00:00,3.434,0.121,6.37,287.7,15.5,-3.3,-1.26,0.26,-1.52,-0.433249851175013,1.6669756136503
2004-12-17 00:00:00,3.228,0.126,6.23,287.7,14.9,-3.2,0.36,0.14,0.22,-0.431521401171776,1.60338415157948
2004-12-17 01:00:00,3.116,0.129,6.1,287.2,15.2,-2.9,1.8,0.07,1.73,-0.430727340673439,1.56727746868194
2004-12-17 02:00:00,3.036,0.13,5.99,286.4,15.2,-2,2.69,0.06,2.63,-0.431322463813387,1.54186332334677
2004-12-17 03:00:00,2.99,0.131,5.94,285.3,15.4,-1,2.88,0.05,2.83,-0.431230797833223,1.52650418523582
2004-12-17 04:00:00,2.934,0.131,5.88,284.3,15.2,-0.1,2.28,0.08,2.2,-0.432474660901264,1.50884134062205
2004-12-17 05:00:00,2.83,0.132,5.8,283.6,14.7,0.1,1.22,0.13,1.09,-0.434306359583815,1.47458307123896
2004-12-17 06:00:00,2.692,0.134,5.68,282.9,14.3,0.8,-0.03,0.14,-0.17,-0.434351495388788,1.42463590717127
2004-12-17 07:00:00,2.57,0.139,5.56,282.4,13.8,0.4,-1.27,0.17,-1.44,-0.433273765117083,1.37717966402421
2004-12-23 05:00:00,2.546,0.153,5.15,272.1,15.5,5.3,-1.04,0.42,-1.46,-0.345609927851613,1.28013342798683
2004-12-23 06:00:00,2.668,0.144,5.31,272.4,15.4,5.2,0.32,0.58,-0.26,-0.344690604465991,1.32601973251937
2004-12-23 07:00:00,2.75,0.14,5.52,274.3,15.3,3.8,1.69,0.67,1.02,-0.342629872249577,1.35423078392806
2004-12-23 08:00:00,2.808,0.133,5.69,276.6,15,2.4,2.63,0.69,1.94,-0.339831278169165,1.37230376433273
2004-12-23 09:00:00,2.792,0.131,5.75,277.7,14.5,2.2,2.92,0.59,2.33,-0.337999384909706,1.36475756980983
2004-12-23 10:00:00,2.686,0.131,5.71,277.8,13.8,2.4,2.58,0.48,2.1,-0.337571491036981,1.32562458913803
2004-12-23 11:00:00,2.526,0.133,5.57,277.2,13.3,2.9,1.78,0.4,1.38,-0.336489246205823,1.26312627013412
2004-12-23 21:00:00,2.592,0.146,5.24,271.1,15.5,4.6,2.46,0.18,2.28,-0.329431794317404,1.28186157280743
2004-12-23 22:00:00,2.764,0.143,5.39,272.6,16.3,4,2.49,0.24,2.25,-0.328473147438224,1.34515205334365
2004-12-23 23:00:00,2.93,0.138,5.63,275,16.7,3.4,1.94,0.32,1.62,-0.326387608712747,1.40139003174172
2004-12-24 00:00:00,3.094,0.131,5.82,277,17,2.8,1.07,0.41,0.66,-0.323581502247879,1.45304625439875
2004-12-24 01:00:00,3.252,0.129,5.98,278.4,17.7,2.3,-0.02,0.45,-0.47,-0.321756609431056,1.50102680111662
2004-12-24 02:00:00,3.478,0.127,6.16,280.2,18.2,0.8,-1.02,0.48,-1.5,-0.321323698091095,1.56778111402319
2004-12-24 03:00:00,3.596,0.122,6.32,281.9,18.1,0.1,-1.63,0.49,-2.12,-0.320221636363594,1.60004375297297
2004-12-24 04:00:00,3.53,0.12,6.38,283.3,16.1,-2,-1.93,0.45,-2.38,-0.320428714119849,1.58172658506505
2004-12-24 05:00:00,3.234,0.122,6.28,284.2,14,-2.7,-1.77,0.35,-2.12,-0.321241384473553,1.49496114562847
2004-12-24 06:00:00,2.93,0.127,6.04,284.6,13.3,-2.4,-0.86,0.32,-1.18,-0.320299833934994,1.39530225696397
2004-12-24 07:00:00,2.68,0.131,5.81,285,12.9,-2.3,0.51,0.31,0.2,-0.318223980870343,1.30404077539311
2004-12-24 16:00:00,2.53,0.157,5.07,270.5,16,-0.5,-1.91,0.4,-2.31,-0.307280507709562,1.23549981044899
2004-12-24 17:00:00,2.586,0.147,5.26,281.8,12.4,-8.2,-1.87,0.43,-2.3,-0.305452905278816,1.25556518562848
2004-12-24 18:00:00,2.51,0.145,5.33,286,13.5,-3.8,-1.14,0.47,-1.61,-0.305005215709806,1.2252879688535
2004-12-24 19:00:00,2.552,0.144,5.43,286.3,14,-2.8,0.12,0.48,-0.36,-0.303902831559482,1.24078019704202
2004-12-24 20:00:00,2.564,0.143,5.46,285.6,14,-2.7,1.43,0.41,1.02,-0.304126817689063,1.24569535674749
2004-12-24 21:00:00,2.598,0.144,5.48,284.8,14.5,-2.7,2.41,0.38,2.03,-0.304970843773391,1.2597127620218
2004-12-24 22:00:00,2.71,0.142,5.57,283.6,15.2,-1.8,2.77,0.31,2.46,-0.304048563453566,1.30099719834518
2004-12-24 23:00:00,2.79,0.141,5.65,284.7,13.8,-5.1,2.51,0.31,2.2,-0.301977111453448,1.32801870728672
2004-12-25 00:00:00,2.746,0.14,5.65,287.1,13.8,-5.4,1.67,0.3,1.37,-0.299181628202946,1.30932693554873
2004-12-25 01:00:00,2.778,0.14,5.67,288.6,14.2,-5.1,0.57,0.29,0.28,-0.297345066114758,1.31907631044691
2004-12-25 02:00:00,2.77,0.138,5.7,288.8,13.8,-3.9,-0.66,0.27,-0.93,-0.296926316688949,1.3157736368882
2004-12-25 03:00:00,2.684,0.14,5.66,288.1,13.8,-2.7,-1.57,0.31,-1.88,-0.295845418781693,1.28315363789113
2004-12-25 04:00:00,2.592,0.142,5.58,287.2,13.8,-2.1,-2.08,0.3,-2.38,-0.296099477977799,1.24852925646783
2004-12-25 05:00:00,2.522,0.143,5.48,286.1,13.8,-1.2,-2.18,0.27,-2.45,-0.296936810155543,1.22198904769827
2004-12-25 11:00:00,2.512,0.144,5.5,292.2,13,-3.6,2.85,0.24,2.61,-0.287894860928757,1.20897410953471
2004-12-25 12:00:00,2.576,0.143,5.48,287.8,14.4,-0.9,2.1,0.2,1.9,-0.288154104161526,1.23439191240363
2004-12-25 13:00:00,2.68,0.141,5.62,285.4,13.8,-3.5,1.03,0.2,0.83,-0.289018445170317,1.27483523969308
2004-12-25 14:00:00,2.702,0.137,5.6,294.6,7.1,-14.4,-0.24,0.18,-0.42,-0.288104310831729,1.28209655036974
2004-12-25 15:00:00,2.622,0.134,5.4,307.4,2.9,-14.7,-1.38,0.18,-1.56,-0.28605535834222,1.24999274368373
2004-12-25 22:00:00,2.578,0.143,5.58,308.4,8.3,-11.5,2.43,0.06,2.37,-0.280346309844125,1.22736021436112
2004-12-25 23:00:00,2.626,0.141,5.64,307.5,8.8,-10.5,2.59,0.04,2.55,-0.2783295743537,1.2437913502343
2004-12-26 00:00:00,2.566,0.142,5.6,307.7,8.7,-10,2.03,0.02,2.01,-0.275614457753764,1.21796272394721
2004-12-26 02:00:00,2.654,0.142,5.58,303.1,12.8,-10.9,-0.27,-0.05,-0.22,-0.273471222476848,1.24953915838686
2004-12-26 03:00:00,3.268,0.136,5.79,302.6,12.8,-13.6,-1.47,-0.03,-1.44,-0.272451321799708,1.45662949879746
2004-12-26 04:00:00,3.75,0.13,6.03,307.4,11,-16.4,-2.22,0.02,-2.24,-0.272733373037731,1.59448921302005
2004-12-26 05:00:00,3.954,0.127,6.35,312,9.7,-17.1,-2.52,0.07,-2.59,-0.273634782139037,1.64836250688746
2004-12-26 06:00:00,3.822,0.125,6.46,316.3,5.8,-17.2,-2.34,0.08,-2.42,-0.272774747844071,1.61354859366215
2004-12-26 07:00:00,3.44,0.125,6.36,320.2,0,-15.9,-1.5,0.01,-1.51,-0.27079414080774,1.50626561219305
2004-12-26 08:00:00,2.908,0.126,6.16,321.2,-2.3,-12.8,-0.1,-0.07,-0.03,-0.268094338565424,1.3355598982367
2004-12-28 12:00:00,2.528,0.153,5.27,290.2,14.4,-3.9,3,-0.01,3.01,-0.226740789527382,1.15416926581199
2004-12-28 13:00:00,2.626,0.147,5.36,289.3,14.6,-3,2.82,0.08,2.74,-0.227918400606874,1.19338017648748
2004-12-28 14:00:00,2.658,0.145,5.41,288.8,14.7,-3.1,1.93,0.15,1.78,-0.227334465680548,1.2049084259716
2004-12-28 15:00:00,2.656,0.144,5.46,287.6,14.7,-2.2,0.75,0.21,0.54,-0.225605441241252,1.20242667285544
2004-12-28 16:00:00,2.712,0.143,5.55,287.4,14.6,-3.7,-0.6,0.25,-0.85,-0.223157052304452,1.2208434223826
2004-12-28 17:00:00,2.776,0.142,5.63,287.9,14.7,-4,-1.68,0.26,-1.94,-0.221671572410282,1.24268261505484
2004-12-28 18:00:00,2.836,0.141,5.68,288.7,14.5,-4.7,-2.27,0.28,-2.55,-0.22160847701302,1.2640030856829
2004-12-28 19:00:00,2.816,0.14,5.7,289.6,13.8,-4.9,-2.48,0.27,-2.75,-0.220887125475095,1.25620456377089
2004-12-28 20:00:00,2.758,0.14,5.67,290.3,13.6,-5.2,-2.04,0.25,-2.29,-0.221505206724691,1.2360109860958
2004-12-28 21:00:00,2.728,0.141,5.64,291.2,13.5,-5.9,-0.79,0.23,-1.02,-0.222710356545872,1.22627909652709
2004-12-28 22:00:00,2.642,0.142,5.59,292.2,12.4,-6.3,0.8,0.18,0.62,-0.222162159616079,1.19369836571621
2005-01-01 16:00:00,2.806,0.153,5.14,262.3,17.3,0.7,2.45,0.62,1.83,-0.187659344791626,1.21941932647189
2005-01-01 17:00:00,3.102,0.143,5.53,268.3,18.2,2.9,1.54,0.73,0.81,-0.186747433800433,1.31879449855478
2005-01-01 18:00:00,3.386,0.138,5.72,270.5,19.4,3,0.35,0.72,-0.37,-0.187236155003313,1.40688543871426
2005-01-01 19:00:00,3.732,0.131,5.94,274,20.3,1,-0.77,0.69,-1.46,-0.1870867510509,1.504031034036
2005-01-01 20:00:00,4.072,0.126,6.3,278.6,21.1,-1.5,-1.44,0.68,-2.12,-0.188254913720752,1.59238919296897
2005-01-01 21:00:00,4.358,0.118,6.64,282.4,20.9,-1.8,-1.75,0.7,-2.45,-0.190030162534733,1.66204339905716
2005-01-01 22:00:00,4.452,0.116,6.85,284,20.6,-2.6,-1.66,0.64,-2.3,-0.190030085480263,1.68338351889356
2005-01-01 23:00:00,4.418,0.115,6.9,284.8,19.9,-2.5,-0.99,0.47,-1.46,-0.188896974580248,1.67458407957817
2005-01-02 00:00:00,4.274,0.115,6.87,285.1,19,-2.1,0.17,0.31,-0.14,-0.187059904430258,1.63961006132721
2005-01-02 01:00:00,4.07,0.117,6.77,285,18.5,-1.1,1.36,0.22,1.14,-0.186197676928759,1.58984067638326
2005-01-02 02:00:00,3.904,0.118,6.63,284.9,18.3,-1.2,2.23,0.23,2,-0.18674380995017,1.54874547850102
2005-01-02 03:00:00,3.786,0.119,6.53,284.6,18.5,-0.6,2.37,0.11,2.26,-0.186614191721697,1.51792424450883
2005-01-02 04:00:00,3.728,0.12,6.47,284.5,18,-1.2,1.94,0.05,1.89,-0.187809861764423,1.50368175858777
2005-01-02 05:00:00,3.628,0.12,6.41,284.7,17.5,-0.7,1.11,0.05,1.06,-0.189604292911515,1.47828582516441
2005-01-02 06:00:00,3.524,0.122,6.32,284.5,17.4,-0.8,0.11,0.05,0.06,-0.189660420974599,1.44925712904853
2005-01-02 07:00:00,3.42,0.126,6.24,284.3,17,-0.8,-0.94,0.06,-1,-0.188575183714476,1.41821573478899
2005-01-02 08:00:00,3.366,0.128,6.18,283.8,17,-0.6,-1.66,0.07,-1.73,-0.186793695978102,1.40051879174672
2005-01-02 09:00:00,3.33,0.129,6.04,283.2,16.9,-0.6,-1.96,0.08,-2.04,-0.18594940548415,1.3889217094765
2005-01-02 10:00:00,3.248,0.13,6.02,283.3,17.1,-0.7,-1.88,0.07,-1.95,-0.186521178095997,1.36456060039543
2005-01-02 11:00:00,3.26,0.13,6.01,283.4,17.2,-1,-1.19,0.1,-1.29,-0.186438163253799,1.36816535863241
2005-01-02 12:00:00,3.266,0.13,6.01,283.5,17.2,-0.7,-0.02,0.12,-0.14,-0.187658825587581,1.37122482013585
2005-01-02 13:00:00,3.248,0.13,6,283.6,17,-0.7,1.21,0.09,1.12,-0.1894992068826,1.36753862918203
2005-01-02 14:00:00,3.236,0.13,5.98,283.8,17,-0.9,2.14,0.08,2.06,-0.189579668144401,1.36391766734065
2005-01-02 15:00:00,3.25,0.131,5.99,284.4,16.9,-2.2,2.49,0.06,2.43,-0.188539716171348,1.36719471251299
2005-01-02 16:00:00,3.25,0.131,5.99,285.3,16.6,-2.8,2.26,0.06,2.2,-0.186781891090285,1.36543688743193
2005-01-02 17:00:00,3.192,0.131,5.97,286,16.1,-2.7,1.48,0.04,1.44,-0.185982209743892,1.34662988933145
2005-01-02 18:00:00,3.112,0.131,5.94,286.5,15.8,-2.5,0.46,0.02,0.44,-0.186576963362346,1.32184256967849
2005-01-02 19:00:00,3.004,0.132,5.87,286.3,15.4,-0.8,-0.69,0.01,-0.7,-0.186508562942535,1.28645329684442
2005-01-02 20:00:00,2.852,0.134,5.75,285,15.1,0.3,-1.59,0.01,-1.6,-0.187780821533048,1.2358013240851
2005-01-02 21:00:00,2.738,0.139,5.62,283.3,15.2,1.3,-2.14,-0.02,-2.12,-0.189664427254842,1.1968921541211
2005-01-02 22:00:00,2.628,0.142,5.43,280.7,14.4,3,-2.41,-0.07,-2.34,-0.189795781966073,1.15601888258844
2005-01-02 23:00:00,2.508,0.144,5.32,278.5,14.4,3.7,-2.14,-0.1,-2.04,-0.188769038889944,1.10825466166062
2005-01-04 08:00:00,2.594,0.154,5.14,242.2,10.4,14.7,0.39,0.57,-0.18,-0.190205718136324,1.14340680403058
2005-01-04 09:00:00,2.686,0.15,5.26,244.7,12,13.2,-0.33,0.7,-1.03,-0.189525628638176,1.17757872673922
2005-01-04 10:00:00,2.694,0.147,5.42,251.2,13.4,7,-0.74,0.8,-1.54,-0.190248819308147,1.18127589729632
2005-01-05 16:00:00,2.55,0.154,5.16,255.6,14.4,7.5,1.69,0.6,1.09,-0.195542031246855,1.13163539041719
2005-01-07 02:00:00,2.598,0.154,5.12,246.7,11.7,13.1,-2.02,0.34,-2.36,-0.201500822185396,1.1562427404338
2005-01-07 03:00:00,2.62,0.153,5.17,246.6,11.9,13.1,-1.79,0.38,-2.17,-0.201597976853887,1.16477229462689
2005-01-07 04:00:00,2.656,0.152,5.2,246.9,12,12.8,-0.87,0.45,-1.32,-0.20301765130437,1.17983888291856
2005-01-07 05:00:00,2.654,0.151,5.21,247.4,12,12.5,0.42,0.46,-0.04,-0.205027123488046,1.18109505939806
2005-01-07 06:00:00,2.642,0.152,5.22,248.6,12.6,12,1.7,0.51,1.19,-0.205266207161138,1.17680241326127
2005-01-07 07:00:00,2.622,0.152,5.24,250.2,12.7,11.2,2.56,0.52,2.04,-0.204354954234151,1.16829233957566
2005-01-07 08:00:00,2.568,0.152,5.23,251.6,12.7,10.4,2.86,0.54,2.32,-0.202744666529386,1.1458720523571
2005-01-08 01:00:00,2.516,0.163,4.96,232.5,7.9,15.9,-0.85,0.68,-1.53,-0.204472451618511,1.12714279045671
2005-01-08 02:00:00,2.726,0.157,5.17,238.2,11.7,14.4,-1.48,0.76,-2.24,-0.205182316758941,1.20801765003328
2005-01-08 03:00:00,2.856,0.144,5.57,251.2,14.3,4.8,-1.66,0.94,-2.6,-0.205211741209371,1.25463378568671
2005-01-08 04:00:00,2.65,0.146,5.56,260.3,14.3,2.4,-1.31,1.13,-2.44,-0.206586779665626,1.18114641966376
2005-01-08 05:00:00,2.944,0.155,5.26,263.7,19.3,3.4,-0.26,1.26,-1.52,-0.20855589599315,1.28832509685978
2005-01-08 06:00:00,3.27,0.144,5.65,268.3,18,2,1.2,1.26,-0.0600000000000001,-0.208748427455925,1.39353841236509
2005-01-08 07:00:00,3.358,0.14,5.78,270.7,18.7,2.5,2.6,1.22,1.38,-0.20782422739511,1.41916978605046
2005-01-08 08:00:00,3.456,0.139,5.83,273.6,19.5,-0.6,3.62,1.26,2.36,-0.206165506036568,1.44627735697838
2005-01-08 09:00:00,3.582,0.133,5.96,276.6,19.1,-0.7,3.86,1.15,2.71,-0.205468628257419,1.48138993189594
2005-01-08 10:00:00,3.724,0.128,6.23,278.8,19.1,-0.4,3.22,0.85,2.37,-0.206149556874757,1.52094791628958
2005-01-08 11:00:00,3.768,0.123,6.37,280.1,18.5,0.3,2.14,0.67,1.47,-0.20617105240395,1.53271540911807
2005-01-08 12:00:00,3.616,0.122,6.37,280.7,17.5,0.8,0.74,0.43,0.31,-0.207516600960492,1.49288504349042
2005-01-08 13:00:00,3.414,0.123,6.28,280.6,16.4,1.9,-0.48,0.5,-0.98,-0.209477241659606,1.43736186603186
2005-01-08 14:00:00,3.152,0.127,6.12,280.2,15.2,2.5,-1.47,0.49,-1.96,-0.209669050897851,1.35770622289348
2005-01-08 15:00:00,2.876,0.13,5.87,278.9,14.2,3.7,-2.24,0.27,-2.51,-0.208706534359698,1.2651069742185
2005-01-08 16:00:00,2.584,0.133,5.59,276.3,12.9,5.9,-2.53,0.12,-2.65,-0.207017256769501,1.15635584268986
2005-01-08 20:00:00,2.54,0.148,5.14,262.2,14.5,8.1,2.05,-0.07,2.12,-0.208315461396881,1.14047954242733
2005-01-08 21:00:00,2.618,0.147,5.24,262.6,14.7,7.9,2.79,-0.02,2.81,-0.210236269348144,1.17264693683585
2005-01-08 22:00:00,2.678,0.146,5.31,263.5,14.9,7.1,2.87,0.09,2.78,-0.210396027262844,1.19546627453182
2005-01-08 23:00:00,2.608,0.145,5.32,264,14.1,7.3,2.25,0.23,2.02,-0.209422508692006,1.16800615275641
2005-01-10 02:00:00,2.53,0.154,5.2,245.4,10.9,13.1,-0.01,0.69,-0.7,-0.208381117820605,1.13660042056003
2005-01-10 03:00:00,2.568,0.151,5.29,247.9,11.2,12.3,-1.3,0.71,-2.01,-0.208277493033934,1.15140487886165
2005-01-10 04:00:00,2.554,0.151,5.32,249.9,11.7,11.5,-2.08,0.73,-2.81,-0.209507790976064,1.14716854858641
2005-01-10 05:00:00,2.526,0.153,5.28,250.8,11.6,11.4,-2.42,0.75,-3.17,-0.211341468544738,1.13797849247304
2005-01-11 17:00:00,2.93,0.148,5.33,249.3,14.6,12,-2.31,0.63,-2.94,-0.204865510180726,1.2798679332097
2005-01-11 18:00:00,3.042,0.143,5.57,253,14.6,11.8,-2.89,0.65,-3.54,-0.205297577674237,1.31781277151134
2005-01-11 19:00:00,3.09,0.143,5.58,254.6,15.5,11.2,-2.77,0.74,-3.51,-0.205047539363606,1.33321863027326
