"Date","hs","fp","tm","dir","U10","V10","t.tide","res","a.tide","lg.hs.p","lg.hs.r"
2001-01-03 02:00:00,2.642,0.15,5.22,276,16.6,1.5,0.67,0.28,0.39,-0.186885268170485,1.15842147427062
2001-01-03 03:00:00,2.802,0.143,5.47,276.6,15.8,1.7,1.6,0.28,1.32,-0.186875980150686,1.2172094280655
2001-01-03 04:00:00,2.788,0.141,5.62,277.1,15,2.5,2.06,0.25,1.81,-0.188158259908566,1.21348275280684
2001-01-03 05:00:00,2.662,0.139,5.61,276.8,13.8,3.1,2.07,0.29,1.78,-0.190082897463085,1.169160617436
2001-01-23 22:00:00,2.708,0.157,5.09,242.5,13.4,12.6,2.86,0.63,2.23,-0.157156344744454,1.15336669979448
2001-01-23 23:00:00,2.87,0.149,5.45,250.8,14.5,9.6,3.21,0.58,2.63,-0.156519769837518,1.21083179960905
2001-01-24 00:00:00,2.844,0.144,5.58,257,14.5,7.4,2.87,0.58,2.29,-0.155139067881487,1.20035057982248
2001-01-24 01:00:00,2.656,0.145,5.51,260.5,13.7,6.3,1.97,0.65,1.32,-0.154760771633924,1.13158200324811
2001-02-06 22:00:00,2.562,0.162,5.26,234.7,7.8,15.2,3.56,0.44,3.12,-0.542661135268035,1.48344933874258
2001-02-06 23:00:00,2.652,0.16,5.34,237.5,8.6,15.1,3.1,0.46,2.64,-0.542742241446645,1.51805631377026
2001-02-07 00:00:00,2.674,0.159,5.4,240.4,9,14.2,2.1,0.58,1.52,-0.542066825259476,1.52564230393923
2001-02-07 01:00:00,2.63,0.158,5.43,243.4,10,13,0.69,0.53,0.16,-0.542381639186634,1.50936548537631
2001-02-07 02:00:00,2.576,0.156,5.43,246.5,10.7,12,-0.77,0.56,-1.33,-0.544058683530454,1.49029649177256
2001-02-27 05:00:00,2.588,0.138,5.59,329,2.5,-15.4,-0.9,-0.02,-0.88,-0.430747656843517,1.38163303348217
2001-02-27 06:00:00,2.802,0.135,5.69,330.2,2.9,-16.1,-2.12,0,-2.12,-0.429831548812305,1.46016499672712
2001-02-27 07:00:00,3.006,0.132,5.81,330.4,3.1,-16.8,-2.8,-0.01,-2.79,-0.427809488920144,1.52841978025093
2001-02-27 08:00:00,3.272,0.13,5.93,331,3,-18,-3.05,-0.07,-2.98,-0.42504138945499,1.61044280819549
2001-02-27 09:00:00,3.44,0.128,6.16,331.2,2.6,-18.7,-2.59,-0.16,-2.43,-0.423271760363156,1.65874323174846
2001-02-27 10:00:00,2.704,0.126,6.49,329.9,-4.9,-0.3,-1.2,-0.22,-0.98,-0.42287411675876,1.41760627493948
2001-07-11 02:00:00,2.69,0.146,5.28,264.3,15.6,6.5,3.03,0.34,2.69,-0.936276614881891,1.92581780849564
2001-07-11 03:00:00,2.83,0.141,5.51,268.8,16.1,5.2,2.78,0.25,2.53,-0.935392557672422,1.97566926932757
2001-07-11 04:00:00,2.866,0.135,5.63,271.9,15.6,4.2,1.96,0.23,1.73,-0.935803069143049,1.98872039854903
2001-07-11 05:00:00,2.776,0.134,5.65,274.8,14.6,2.3,0.91,0.27,0.64,-0.936848814985272,1.95785985762983
2001-07-11 06:00:00,2.574,0.135,5.58,277.6,13,0.5,-0.37,0.25,-0.62,-0.936107490336193,1.88156859951013
2001-10-01 04:00:00,2.692,0.184,4.41,228.7,19.1,9.5,-2.02,0.51,-2.53,-0.483931626225169,1.47421603800765
2001-10-01 05:00:00,3.178,0.146,5.45,253.4,15.8,8.3,-2.27,0.51,-2.78,-0.485678910949416,1.64193097906394
2001-10-01 06:00:00,3.052,0.135,5.71,260.6,14.5,9.3,-1.9,0.49,-2.39,-0.485643858942428,1.60144097236464
2001-10-01 07:00:00,2.782,0.141,5.48,259.8,14,9,-0.7,0.48,-1.18,-0.484500367639719,1.50767046114097
2001-10-01 08:00:00,2.516,0.148,5.22,258.4,12.7,9.3,0.91,0.45,0.46,-0.482616685550417,1.40528702438861
2001-10-31 05:00:00,2.516,0.151,5.33,299.1,10.6,-9.2,-2.76,0.22,-2.98,-0.190941924771629,1.11361226360982
2001-10-31 11:00:00,2.61,0.154,5.32,300.7,12.8,-8.1,3.09,0.06,3.03,-0.182005786590438,1.14135600792504
2001-10-31 12:00:00,2.63,0.151,5.39,300.2,12.2,-7.7,2.31,0.04,2.27,-0.182291189943251,1.14927503613292
2001-10-31 13:00:00,2.556,0.149,5.4,300.5,11.5,-7.4,1.04,0,1.04,-0.183213890650565,1.12165742716585
2001-11-08 03:00:00,2.594,0.151,5.31,295.8,12.5,-8.6,2.53,0.36,2.17,-0.172033046224203,1.12523413211846
2001-11-08 04:00:00,2.708,0.145,5.43,299.2,12.2,-9.4,2.58,0.43,2.15,-0.173967888495237,1.17017824354527
2001-11-08 05:00:00,2.882,0.143,5.58,300.4,13.3,-9.4,2.04,0.42,1.62,-0.176541762186464,1.23502625976379
2001-11-08 06:00:00,2.976,0.142,5.73,300.3,12.8,-9.1,1.05,0.29,0.76,-0.177323220372053,1.2679033373429
2001-11-08 07:00:00,2.952,0.14,5.81,298.1,13.5,-6.6,-0.08,0.16,-0.24,-0.176996184394725,1.25947909113295
2001-11-08 08:00:00,2.872,0.137,5.84,295.4,12.7,-6.4,-1.03,0.14,-1.17,-0.175933367190548,1.23094201837653
2001-11-08 09:00:00,2.562,0.134,5.72,300.2,1,-13.1,-1.63,0.11,-1.74,-0.175862527060226,1.11665073053477
2001-11-08 19:00:00,2.6,0.15,5.28,334.5,2.1,-15.5,0.03,-0.33,0.36,-0.18394246356716,1.1394539085946
2001-11-08 20:00:00,2.68,0.144,5.37,334.7,1.8,-15.6,-0.89,-0.21,-0.68,-0.185949037917711,1.17176583244048
2001-11-08 21:00:00,2.698,0.143,5.41,335.7,1.1,-15.5,-1.63,-0.14,-1.49,-0.18859200295433,1.18110276073989
2001-11-08 22:00:00,2.706,0.143,5.42,336.7,0.5,-15.8,-2.07,-0.09,-1.98,-0.189442686183226,1.18491421593182
2001-11-08 23:00:00,2.682,0.143,5.43,337.2,0.1,-15.8,-2.29,-0.08,-2.21,-0.189189552060608,1.17575233692009
2001-11-09 00:00:00,2.65,0.143,5.43,337.6,0.2,-15.5,-2.14,-0.19,-1.95,-0.188193434315881,1.16275307431401
2001-11-09 01:00:00,2.588,0.143,5.4,337.9,0.2,-15.1,-1.4,-0.29,-1.11,-0.188186634552743,1.1390720111914
2001-11-27 11:00:00,2.768,0.143,5.47,271.5,14.1,-4.1,1.78,0.69,1.09,-0.128485866596079,1.1466109043515
2001-11-27 12:00:00,2.544,0.145,5.36,277.9,13.2,-5.2,0.77,0.68,0.09,-0.128910110457285,1.06264775593516
2001-12-05 14:00:00,2.642,0.159,4.94,255.3,16.7,5.4,3.6,0.4,3.2,-0.150432733367064,1.1219689394672
2001-12-05 15:00:00,2.836,0.152,5.29,263.7,16.9,1.2,2.91,0.21,2.7,-0.150431144014601,1.19282575268448
2001-12-05 16:00:00,2.786,0.147,5.34,271.5,15.8,-2.7,1.74,0.14,1.6,-0.149694947760297,1.17430182311791
2001-12-05 17:00:00,2.748,0.144,5.42,279.1,14.7,-4.7,0.28,0.03,0.25,-0.149955195113687,1.16082856947379
2001-12-05 18:00:00,2.91,0.134,5.77,285.4,13.9,-5.6,-1.19,0.01,-1.2,-0.151593091435531,1.21974617261893
2001-12-05 19:00:00,3.028,0.13,5.99,289.5,14,-5.1,-2.2,0.02,-2.22,-0.152598753901901,1.2605010894771
2001-12-05 20:00:00,3.06,0.13,6.06,292.9,13.9,-5,-2.84,-0.04,-2.8,-0.154913582204761,1.27332849816905
2001-12-05 21:00:00,2.952,0.131,5.99,295.2,12.9,-5.4,-3.12,-0.16,-2.96,-0.157863296984775,1.240346203723
2001-12-05 22:00:00,2.778,0.134,5.85,297.8,12.1,-6,-2.64,-0.25,-2.39,-0.15902921308455,1.1807604574167
2001-12-05 23:00:00,2.584,0.14,5.66,301,10.7,-6.5,-1.27,-0.31,-0.96,-0.15908982332963,1.10842840924999
2001-12-21 06:00:00,2.542,0.152,5.28,291.6,13.7,-5.8,0.14,0.09,0.05,-0.394240282084045,1.32719145485131
2001-12-21 07:00:00,2.626,0.148,5.34,291.9,13.9,-6,-0.87,0.1,-0.97,-0.392393395611601,1.35785517149221
2001-12-21 08:00:00,2.708,0.145,5.41,291.7,14.4,-5.9,-1.61,0.07,-1.68,-0.389794489558126,1.38600484460815
2001-12-21 09:00:00,2.794,0.144,5.49,291.7,14.5,-6.2,-1.88,0.09,-1.97,-0.388175388547324,1.41564964938209
2001-12-21 10:00:00,2.848,0.143,5.54,292,14.5,-6.4,-1.78,0.13,-1.91,-0.38793146302147,1.4345484565712
2001-12-21 11:00:00,2.904,0.142,5.6,292,14.6,-6.2,-1.16,0.15,-1.31,-0.387038952267142,1.45312804922969
2001-12-21 12:00:00,2.912,0.142,5.64,291.1,15,-5,-0.09,0.13,-0.22,-0.387438769028542,1.45627889936298
2001-12-21 13:00:00,2.934,0.142,5.66,290.4,15.1,-5,1.09,0.11,0.98,-0.388464738570141,1.46483141829093
2001-12-21 14:00:00,2.948,0.141,5.68,290.5,15,-5.3,2.05,0.18,1.87,-0.387690363619522,1.46881733794661
2001-12-21 15:00:00,2.926,0.141,5.69,292.9,13.2,-8.4,2.51,0.23,2.28,-0.385802243346429,1.45943854594436
2001-12-21 16:00:00,2.62,0.142,5.51,301.2,5.9,-12.3,2.28,0.17,2.11,-0.383163387725752,1.34633770549876
2001-12-24 14:00:00,2.524,0.152,5.2,277.2,15.4,1.7,-0.79,0.14,-0.93,-0.3182601685658,1.24410511324477
2001-12-24 15:00:00,2.632,0.147,5.28,277,15.8,1.8,0.01,0.16,-0.15,-0.316187388219166,1.28393140168224
2001-12-24 16:00:00,2.714,0.144,5.36,276.9,15.9,1.8,0.91,0.18,0.73,-0.313375733374762,1.31179929478744
2001-12-24 17:00:00,2.786,0.143,5.43,277.4,16.1,1.2,1.62,0.22,1.4,-0.311550461774489,1.3361573371321
2001-12-24 18:00:00,2.846,0.142,5.51,278.7,16.1,0.5,1.95,0.29,1.66,-0.311098860388891,1.35701336005655
2001-12-24 19:00:00,2.866,0.141,5.6,279.7,15.9,0.2,1.83,0.31,1.52,-0.310012581230908,1.36292991063689
2001-12-24 20:00:00,2.87,0.14,5.65,280.4,15.9,-0.1,1.34,0.31,1.03,-0.310224452441394,1.36453648221292
2001-12-24 21:00:00,2.872,0.139,5.67,281.1,15.8,-0.5,0.66,0.33,0.33,-0.311061730139886,1.36607038132586
2001-12-24 22:00:00,2.86,0.139,5.68,281.9,15.4,-1.3,-0.16,0.33,-0.49,-0.310111812062691,1.36093343689445
2001-12-24 23:00:00,2.82,0.139,5.67,282.8,15.1,-1.6,-0.86,0.34,-1.2,-0.308047400193544,1.34478428514357
2001-12-25 00:00:00,2.788,0.14,5.65,283.9,14.8,-2.8,-1.32,0.33,-1.65,-0.305238071476636,1.33056256437491
2001-12-25 01:00:00,2.75,0.141,5.62,285.7,14.2,-4.2,-1.56,0.3,-1.86,-0.303415018744119,1.3150159304226
2001-12-25 02:00:00,2.704,0.142,5.56,288.9,12.8,-6.8,-1.41,0.24,-1.65,-0.302974243169481,1.2977064013502
2001-12-25 03:00:00,2.516,0.144,5.41,294,9.6,-9.4,-0.75,0.21,-0.96,-0.301891351014292,1.22456168985249
2001-12-27 15:00:00,2.566,0.145,5.29,276.9,15.4,2.3,-1.88,0.24,-2.12,-0.247958067397746,1.19030633359119
2001-12-27 16:00:00,2.658,0.144,5.37,277.1,15.6,2.2,-1.89,0.18,-2.07,-0.245346454238579,1.22292041452963
2001-12-27 17:00:00,2.726,0.143,5.45,277.5,15.8,2.4,-1.23,0.14,-1.37,-0.243726641430543,1.24656197470488
2001-12-27 18:00:00,2.8,0.142,5.53,277.6,16.2,2.2,-0.05,0.11,-0.16,-0.243483735563061,1.27310315274422
2001-12-27 19:00:00,2.868,0.141,5.61,277.6,16.2,2.5,1.24,0.09,1.15,-0.242604176198601,1.29621909893597
2001-12-27 20:00:00,2.884,0.139,5.65,277.6,16.1,2.8,2.21,0.12,2.09,-0.243033264243834,1.30221148366654
2001-12-27 21:00:00,2.918,0.137,5.67,277.5,16.4,2.8,2.56,0.12,2.44,-0.244093042694886,1.31499149279548
2001-12-27 22:00:00,2.978,0.134,5.72,277.8,16.6,2.5,2.33,0.18,2.15,-0.243368727561135,1.33462066182295
2001-12-27 23:00:00,3.008,0.133,5.74,277.9,16.7,2.4,1.55,0.25,1.3,-0.241535133958704,1.3428105400463
2001-12-28 00:00:00,3.036,0.133,5.76,277.9,16.9,2.4,0.51,0.29,0.22,-0.238959656454591,1.34950051598797
2001-12-28 01:00:00,3.072,0.133,5.78,278,17.1,2.3,-0.68,0.31,-0.99,-0.237382927284422,1.35971174256985
2001-12-28 02:00:00,3.142,0.132,5.83,278.5,17.3,1.4,-1.56,0.36,-1.92,-0.237184110782329,1.38204365061576
2001-12-28 03:00:00,3.3,0.131,5.92,280.8,17.6,-2.5,-2.02,0.43,-2.45,-0.236348251986295,1.43027072045873
2001-12-28 04:00:00,3.61,0.129,6.03,283.9,19.1,-4.5,-2.05,0.52,-2.57,-0.23681470950879,1.52052248185358
2001-12-28 05:00:00,3.96,0.126,6.31,286.8,19.3,-6,-1.35,0.71,-2.06,-0.237918785610896,1.61416281087728
2001-12-28 06:00:00,4.208,0.119,6.53,289.3,19.1,-7.6,-0.01,0.83,-0.84,-0.2372324270573,1.67421990249271
2001-12-28 07:00:00,4.34,0.118,6.69,291.7,18.5,-8.8,1.49,0.82,0.67,-0.23543638127963,1.70331072939194
2001-12-28 08:00:00,4.476,0.117,6.81,295.3,17.3,-11.6,2.61,0.71,1.9,-0.232906754306426,1.73163654475611
2001-12-28 09:00:00,4.496,0.117,6.88,299.8,15.7,-12.4,3.12,0.52,2.6,-0.231368129914153,1.73455624250554
2001-12-28 10:00:00,4.278,0.117,6.92,301,16,-7.3,3.03,0.41,2.62,-0.231208383865839,1.68469399452605
2001-12-28 11:00:00,3.938,0.118,6.81,300.5,15.1,-7.2,2.27,0.31,1.96,-0.230418493449695,1.60109147366663
2001-12-28 12:00:00,3.574,0.121,6.54,300.4,14,-7,1.15,0.25,0.9,-0.230931874849238,1.50461729158647
2001-12-28 13:00:00,3.244,0.128,6.28,300.6,13.2,-6.6,-0.21,0.13,-0.34,-0.232075108718976,1.40888224497214
2001-12-28 14:00:00,2.978,0.131,6.02,300.9,12.6,-6.5,-1.31,0.2,-1.51,-0.231436180107209,1.32268811436903
2001-12-28 15:00:00,2.744,0.137,5.79,301.7,11.9,-6.6,-2.04,0.18,-2.22,-0.229687114811637,1.23910382467528
2001-12-28 16:00:00,2.526,0.142,5.57,302.6,10.9,-6.7,-2.5,0.04,-2.54,-0.227198076377143,1.15383510030544
2001-12-30 02:00:00,2.504,0.154,5.28,300.3,11.5,-8.5,-0.34,0.18,-0.52,-0.206829723645956,1.12471917688381
2002-01-22 12:00:00,2.504,0.145,5.3,270.6,14.3,5.5,-0.98,0.43,-1.41,-0.144626572800784,1.06251602603864
2002-01-26 17:00:00,2.56,0.155,5.17,253.2,13.5,10.1,-1.29,0.56,-1.85,-0.19153017922053,1.131537437712
2002-01-26 18:00:00,2.708,0.152,5.28,256.2,15,8.5,-0.15,0.54,-0.69,-0.192939128978025,1.18914948402805
2002-01-26 19:00:00,2.848,0.146,5.41,260.6,15.9,6.4,1.16,0.42,0.74,-0.193716631350145,1.24033362489987
2002-01-26 20:00:00,2.938,0.142,5.57,265.2,16.2,5.1,2.27,0.38,1.89,-0.195793775638656,1.27352285339034
2002-01-26 21:00:00,3.004,0.137,5.7,269.7,16.2,3.6,2.84,0.33,2.51,-0.198514018379895,1.29845875228178
2002-01-26 22:00:00,2.974,0.132,5.8,273.2,15.6,2.9,2.81,0.36,2.45,-0.199448364373554,1.28935621241152
2002-01-26 23:00:00,2.844,0.131,5.79,275.1,14.4,2.5,2.12,0.35,1.77,-0.199271061939846,1.24448257388084
2002-01-27 00:00:00,2.638,0.132,5.68,276,13.2,2.5,1.06,0.35,0.71,-0.198357275591477,1.1683783298866
2002-01-28 07:00:00,2.612,0.155,5.14,250.8,13.2,11.3,-0.4,0.79,-1.19,-0.230516871777457,1.19063308319164
2002-01-28 08:00:00,2.732,0.151,5.27,252.5,13.7,11.4,1.44,0.79,0.65,-0.229799260553691,1.23483320226223
2002-01-28 09:00:00,2.904,0.146,5.39,253.7,14.5,11.8,3,0.8,2.2,-0.230074150142915,1.29616324710546
2002-01-28 10:00:00,3.056,0.143,5.56,255.1,14.8,11.5,3.95,0.82,3.13,-0.231726695142634,1.34883356644691
2002-01-28 11:00:00,3.216,0.14,5.67,256.8,15.8,11.2,4.11,0.85,3.26,-0.232743131811969,1.40088148312869
2002-01-28 12:00:00,3.43,0.136,5.81,258.8,17.5,10.6,3.34,0.82,2.52,-0.235068809662223,1.46762907084007
2002-01-28 13:00:00,3.478,0.132,5.95,260.5,16.1,10.3,2.14,0.87,1.27,-0.238025568994472,1.48448298492656
2002-01-28 14:00:00,3.338,0.13,5.99,261,14.9,10.2,0.59,0.83,-0.24,-0.239198675042706,1.44457050028235
2002-01-28 15:00:00,3.18,0.131,5.85,260.2,14.6,10.5,-0.79,0.92,-1.71,-0.239262740859547,1.39614393765163
2002-01-28 16:00:00,3.072,0.133,5.76,259.6,14.1,10.4,-1.67,1,-2.67,-0.23858521087962,1.36091402616505
2002-01-28 17:00:00,3.012,0.134,5.66,258.8,13.9,11,-2.21,0.99,-3.2,-0.238906515929474,1.34151082586712
2002-01-28 18:00:00,2.988,0.136,5.62,258.6,14.5,9.8,-2.3,0.84,-3.14,-0.240605870876547,1.33521013814712
2002-01-28 19:00:00,2.842,0.137,5.62,260.7,13.7,7.4,-1.42,0.69,-2.11,-0.241668120026615,1.28617614970152
2002-01-28 20:00:00,2.558,0.14,5.5,262.1,11.7,7.1,0.21,0.47,-0.26,-0.244032673213406,1.18325837637006
2002-02-06 02:00:00,3.08,0.146,5.37,278.3,18.9,-3.9,-0.86,0.33,-1.19,-0.508772625688493,1.63370222267398
2002-02-06 03:00:00,3.574,0.133,5.91,281,18.4,-5.2,0.24,0.29,-0.05,-0.509940419176997,1.78362583591423
2002-02-06 04:00:00,3.7,0.128,6.23,283.9,17.7,-5.3,1.35,0.32,1.03,-0.512396903959251,1.82072972360943
2002-02-06 05:00:00,3.718,0.124,6.38,286.2,16.9,-5.2,2.07,0.31,1.76,-0.515479083764656,1.82866497306391
2002-02-06 06:00:00,3.578,0.121,6.4,288.3,15.7,-5.3,2.21,0.25,1.96,-0.51677172305965,1.79157570814618
2002-02-06 07:00:00,3.398,0.123,6.32,290.1,15,-5,1.86,0.17,1.69,-0.516942618633912,1.74012964188365
2002-02-06 08:00:00,3.254,0.128,6.22,290.9,15,-4.8,1.21,0.16,1.05,-0.516366042111879,1.69625105090873
2002-02-06 09:00:00,3.19,0.13,6.12,291,14.8,-4.7,0.45,0.23,0.22,-0.516775609094758,1.67679652589151
2002-02-06 10:00:00,3.146,0.131,6,291.7,15.1,-6.5,-0.4,0.3,-0.7,-0.518557362671246,1.66468916730733
2002-02-06 11:00:00,3.142,0.132,5.95,292.3,14.8,-6.7,-1.03,0.35,-1.38,-0.519689332946969,1.6645488727804
2002-02-06 12:00:00,3.064,0.133,5.9,293.1,14.1,-6.7,-1.46,0.29,-1.75,-0.522117758995781,1.64183901087413
2002-02-06 13:00:00,2.95,0.135,5.84,294.4,13.3,-6.6,-1.64,0.2,-1.84,-0.525170929857816,1.60697610020954
2002-02-06 14:00:00,2.852,0.139,5.79,296.7,12.7,-6.6,-1.33,0.14,-1.47,-0.526427674474944,1.57444817702699
2002-02-06 15:00:00,2.782,0.142,5.73,300.2,11.6,-7.9,-0.45,0.14,-0.59,-0.526561728777883,1.54973182227913
2002-02-06 16:00:00,2.654,0.143,5.64,303.1,10.8,-7.6,0.52,0.03,0.49,-0.525956082696448,1.50202401860646
2002-02-09 11:00:00,2.554,0.154,5.15,258.4,14.3,8.3,2.12,0.32,1.8,-0.5939103986073,1.53157115621765
2002-02-09 12:00:00,2.596,0.15,5.24,260.1,14.2,7.5,1.21,0.31,0.9,-0.595973710439943,1.54994550928179
2002-02-09 13:00:00,2.544,0.147,5.29,261.9,13.6,6.6,0.07,0.25,-0.18,-0.598661179171324,1.5323988246492
2002-02-18 23:00:00,2.506,0.145,5.24,275.8,15.1,3.1,-1.23,0.29,-1.52,-0.622882946646498,1.54157080312037
2002-02-19 00:00:00,2.614,0.144,5.36,276.9,15.4,2.2,0.16,0.33,-0.17,-0.620488849159894,1.58137046436192
2002-02-19 01:00:00,2.722,0.142,5.47,278,15.8,1.7,1.54,0.36,1.18,-0.619074923733886,1.62044182796316
2002-02-19 02:00:00,2.844,0.14,5.6,278.9,16.1,1.4,2.45,0.36,2.09,-0.619036106735685,1.66424761867668
2002-02-19 03:00:00,2.898,0.138,5.68,279.7,16,0.9,2.71,0.32,2.39,-0.618348963224289,1.68236980712278
2002-02-19 04:00:00,2.922,0.135,5.72,280.5,15.9,0.4,2.36,0.33,2.03,-0.618953971719292,1.6912222850478
2002-02-19 05:00:00,2.906,0.134,5.75,281.2,15.5,0.1,1.48,0.31,1.17,-0.620185283124777,1.68696284827287
2002-02-19 06:00:00,2.834,0.134,5.74,281.7,14.7,-0.4,0.37,0.23,0.14,-0.619623292741363,1.66131243400985
2002-02-19 07:00:00,2.698,0.135,5.68,282.2,13.8,-1,-0.82,0.16,-0.98,-0.617932944538186,1.61044370232375
2002-02-19 08:00:00,2.524,0.138,5.56,282.2,12.8,-1,-1.64,0.13,-1.77,-0.615498794808098,1.54134373948706
2002-02-19 19:00:00,2.502,0.16,4.88,255.9,14.7,8.6,-0.41,0.24,-0.65,-0.607762998945444,1.52485341099016
2002-02-19 20:00:00,2.654,0.155,5.1,258.9,15.4,7.1,-1.19,0.35,-1.54,-0.6082832226873,1.58435115859732
2002-02-19 21:00:00,2.758,0.148,5.28,263.1,16,5.6,-1.52,0.52,-2.04,-0.609428703788525,1.62393448315964
2002-02-19 22:00:00,2.846,0.143,5.46,268,16,3.9,-1.53,0.69,-2.22,-0.60877529360594,1.6546897932736
2002-02-19 23:00:00,2.844,0.14,5.61,272.1,15.4,2.5,-1.14,0.77,-1.91,-0.606999814600192,1.65221132654119
2002-02-20 00:00:00,2.75,0.137,5.62,274.6,14.7,0.6,-0.18,0.82,-1,-0.604482279161452,1.61608319083993
2002-02-20 01:00:00,2.584,0.14,5.55,277.3,13.2,-2.6,0.95,0.71,0.24,-0.602943347870916,1.55228193379127
2002-02-20 02:00:00,2.512,0.143,5.4,280.7,14.1,-3.7,1.93,0.61,1.32,-0.602774804634987,1.52385405324094
2002-02-20 03:00:00,2.528,0.145,5.38,282.6,14.2,-2.4,2.5,0.54,1.96,-0.601963705334241,1.52939218161885
2002-02-20 04:00:00,2.582,0.145,5.41,282.9,15,-1.8,2.55,0.52,2.03,-0.602447376088959,1.55101166851341
2002-02-20 05:00:00,2.776,0.143,5.48,282.1,16.3,-1,2.04,0.47,1.57,-0.603548477944981,1.62455952058954
2002-02-20 06:00:00,3.068,0.14,5.7,282.9,17.1,-2.8,1.23,0.45,0.78,-0.602858907691771,1.72388479119678
2002-02-20 07:00:00,3.344,0.131,5.94,284.6,17.4,-3.5,0.2,0.35,-0.15,-0.601046773328046,1.8082144685505
2002-02-20 08:00:00,3.602,0.128,6.2,285.1,18.6,-2.3,-0.75,0.31,-1.06,-0.598486151954644,1.87997539870841
2002-02-20 09:00:00,3.718,0.124,6.36,283.9,18.4,0.7,-1.39,0.23,-1.62,-0.596910970450634,1.91009685974989
2002-02-20 10:00:00,3.69,0.12,6.44,283.9,17.5,-1.6,-1.68,0.16,-1.84,-0.596699750538095,1.90232620859053
2002-02-20 11:00:00,3.708,0.119,6.49,284,18.2,-0.6,-1.55,0.14,-1.69,-0.595845487500305,1.90633813520391
2002-02-20 12:00:00,3.778,0.119,6.52,283.9,17.9,-1.7,-0.8,0.23,-1.03,-0.596286899118825,1.92548166819814
2002-02-20 13:00:00,3.754,0.118,6.57,285.4,16.6,-5.2,0.24,0.22,0.02,-0.597352585860316,1.92017452402463
2002-02-20 14:00:00,3.702,0.119,6.52,287.7,15.9,-7,1.24,0.14,1.1,-0.59662118236611,1.90549439651742
2002-02-20 15:00:00,3.502,0.12,6.39,290.5,13.6,-9.2,1.98,0.15,1.83,-0.594774062987112,1.84810829685077
2002-02-20 16:00:00,3.298,0.124,6.18,296.9,10.6,-12.3,2.26,0.21,2.05,-0.592179369607204,1.78549559374461
2002-02-20 17:00:00,3.078,0.13,6,304.5,7.7,-12.5,1.98,0.22,1.76,-0.590562314733942,1.71484235015063
2002-02-20 18:00:00,2.85,0.132,5.91,309.6,5.9,-12.3,1.21,0.13,1.08,-0.590317465630516,1.63763645991108
2002-02-20 19:00:00,2.754,0.134,5.65,317.6,1.3,-15.1,0.25,0.04,0.21,-0.589429103225543,1.60248350353201
2002-02-20 20:00:00,2.528,0.137,5.54,323.4,-1.9,-13.3,-0.72,0.02,-0.74,-0.589830010117338,1.51725848640195
2002-02-22 11:00:00,2.828,0.152,5.23,281.8,17,-3.6,-0.66,0.49,-1.15,-0.553283220125906,1.59285296816023
2002-02-22 12:00:00,3.08,0.142,5.57,284.3,17.2,-3.2,-1,0.45,-1.45,-0.553534853057824,1.67846445004331
2002-02-22 13:00:00,3.294,0.138,5.81,285.2,17.6,-3,-1.11,0.41,-1.52,-0.554408236543947,1.7465108682994
2002-02-22 14:00:00,3.454,0.13,6.03,285.6,17.7,-2.9,-0.85,0.31,-1.16,-0.553490356393009,1.7930233361175
2002-02-22 15:00:00,3.536,0.128,6.25,285.9,17.4,-2.3,-0.22,0.18,-0.4,-0.551454263172359,1.81445040794776
2002-02-22 16:00:00,3.576,0.125,6.33,285.5,17.7,-1.6,0.56,0.07,0.49,-0.54866912307437,1.82291398038564
2002-02-22 17:00:00,3.596,0.122,6.37,285.2,18,-1.3,1.23,-0.03,1.26,-0.546866478702975,1.82668859531235
2002-02-22 18:00:00,3.732,0.121,6.38,284.7,18.8,-1.5,1.6,-0.01,1.61,-0.546441921680296,1.86338620466539
2002-02-22 19:00:00,3.872,0.12,6.47,284.9,19.4,-1.8,1.67,0.07,1.6,-0.545371409252291,1.89914257866662
2002-02-22 20:00:00,4.092,0.119,6.57,284.9,20.2,-2.2,1.42,0.19,1.23,-0.54559607533591,1.95462992342529
2002-02-22 21:00:00,4.172,0.118,6.68,284.9,20.1,-1.3,0.84,0.22,0.62,-0.54644946316167,1.9748450003002
2002-02-22 22:00:00,4.222,0.117,6.78,285,20,-1.7,0.14,0.29,-0.15,-0.545512623563992,1.98582157299012
2002-02-22 23:00:00,4.324,0.117,6.81,284.7,20.3,-1.4,-0.5,0.4,-0.9,-0.54344989297179,2.00763079274875
2002-02-23 00:00:00,4.39,0.116,6.82,284.5,20.5,-1.8,-1,0.43,-1.43,-0.540646483341924,2.019975710429
2002-02-23 01:00:00,4.378,0.116,6.84,284.8,20.1,-2.2,-1.22,0.5,-1.72,-0.538825223137247,2.01541722223792
2002-02-23 02:00:00,4.348,0.116,6.83,285.1,19.9,-2.8,-1.1,0.6,-1.7,-0.53837576900024,2.0080917382592
2002-02-23 03:00:00,4.3,0.116,6.82,285.6,19.5,-3.7,-0.56,0.62,-1.18,-0.537287344773113,1.99590236747263
2002-02-23 04:00:00,4.222,0.117,6.78,286,19.6,-4,0.36,0.66,-0.3,-0.537487822475401,1.97779677190153
2002-02-23 05:00:00,4.2,0.117,6.76,286.5,19.7,-4,1.33,0.67,0.66,-0.538316685015593,1.97340121030492
2002-02-23 06:00:00,4.234,0.117,6.76,286.9,19.2,-4.7,2.02,0.61,1.41,-0.53735637515288,1.98050354786555
